frame,confidence,offset_px,offset_norm,steering_angle,command,warning
76,0.10161795910493827,-146,-0.228125,-6.84375,RIGHT,0
77,0.10161795910493827,-146,-0.228125,-6.84375,RIGHT,0
78,0.10224006558641975,-146,-0.228125,-6.84375,RIGHT,0
79,0.10225453317901234,-146,-0.228125,-6.84375,RIGHT,0
80,0.10375675154320987,-142,-0.221875,-6.65625,RIGHT,0
81,0.10379050925925926,-142,-0.221875,-6.65625,RIGHT,0
82,0.10378568672839507,-142,-0.221875,-6.65625,RIGHT,0
83,0.1044994212962963,-144,-0.225,-6.75,RIGHT,0
84,0.1044994212962963,-144,-0.225,-6.75,RIGHT,0
85,0.10564959490740741,-144,-0.225,-6.75,RIGHT,0
86,0.1056592399691358,-143,-0.2234375,-6.703125,RIGHT,0
87,0.10591242283950618,-146,-0.228125,-6.84375,RIGHT,0
88,0.10591242283950618,-146,-0.228125,-6.84375,RIGHT,0
89,0.10591483410493827,-146,-0.228125,-6.84375,RIGHT,0
90,0.1050853587962963,-146,-0.228125,-6.84375,RIGHT,0
91,0.1050708912037037,-146,-0.228125,-6.84375,RIGHT,0
92,0.10457417052469135,-145,-0.2265625,-6.796875,RIGHT,0
93,0.10457417052469135,-145,-0.2265625,-6.796875,RIGHT,0
94,0.10160590277777778,-141,-0.2203125,-6.609375,RIGHT,0
95,0.10163242669753086,-141,-0.2203125,-6.609375,RIGHT,0
96,0.1017746913580247,-140,-0.21875,-6.5625,RIGHT,0
97,0.10148051697530865,-141,-0.2203125,-6.609375,RIGHT,0
98,0.10147087191358024,-141,-0.2203125,-6.609375,RIGHT,0
99,0.10219666280864198,-140,-0.21875,-6.5625,RIGHT,0
100,0.10222318672839506,-140,-0.21875,-6.5625,RIGHT,0
101,0.1027295524691358,-138,-0.215625,-6.46875,RIGHT,0
102,0.10277536651234567,-138,-0.215625,-6.46875,RIGHT,0
103,0.10298273533950618,-137,-0.2140625,-6.421875,RIGHT,0
104,0.10378086419753087,-133,-0.2078125,-6.234375,RIGHT,0
105,0.10378086419753087,-133,-0.2078125,-6.234375,RIGHT,0
106,0.10626687885802469,-122,-0.190625,-5.71875,RIGHT,0
107,0.10626687885802469,-122,-0.190625,-5.71875,RIGHT,0
108,0.10613908179012346,-123,-0.1921875,-5.765625,RIGHT,0
109,0.10633680555555555,-121,-0.1890625,-5.671875,RIGHT,0
110,0.10643325617283951,-124,-0.19375,-5.8125,RIGHT,0
111,0.10643325617283951,-124,-0.19375,-5.8125,RIGHT,0
112,0.10464409722222222,-139,-0.2171875,-6.515625,RIGHT,0
113,0.10601369598765432,-137,-0.2140625,-6.421875,RIGHT,0
114,0.10601369598765432,-137,-0.2140625,-6.421875,RIGHT,0
115,0.1080078125,-128,-0.2,-6.0,RIGHT,0
116,0.10797646604938271,-128,-0.2,-6.0,RIGHT,0
117,0.10744116512345679,-137,-0.2140625,-6.421875,RIGHT,0
118,0.10744116512345679,-137,-0.2140625,-6.421875,RIGHT,0
119,0.10889998070987654,-128,-0.2,-6.0,RIGHT,0
120,0.10902536651234568,-120,-0.1875,-5.625,RIGHT,0
121,0.10904224537037037,-120,-0.1875,-5.625,RIGHT,0
122,0.10763165509259259,-126,-0.196875,-5.90625,RIGHT,0
123,0.10763165509259259,-126,-0.196875,-5.90625,RIGHT,0
124,0.10745322145061728,-118,-0.184375,-5.53125,RIGHT,0
125,0.10746045524691358,-118,-0.184375,-5.53125,RIGHT,0
126,0.10460069444444445,-123,-0.1921875,-5.765625,RIGHT,0
127,0.10260175540123456,-134,-0.209375,-6.28125,RIGHT,0
128,0.10261863425925925,-133,-0.2078125,-6.234375,RIGHT,0
129,0.1021508487654321,-136,-0.2125,-6.375,RIGHT,0
130,0.1021508487654321,-136,-0.2125,-6.375,RIGHT,0
131,0.10224971064814815,-136,-0.2125,-6.375,RIGHT,0
132,0.10226417824074074,-136,-0.2125,-6.375,RIGHT,0
133,0.10289592978395062,-133,-0.2078125,-6.234375,RIGHT,0
134,0.10289592978395062,-133,-0.2078125,-6.234375,RIGHT,0
135,0.10197482638888888,-139,-0.2171875,-6.515625,RIGHT,0
136,0.10119357638888889,-144,-0.225,-6.75,RIGHT,0
137,0.10122492283950617,-143,-0.2234375,-6.703125,RIGHT,0
138,0.10126832561728395,-143,-0.2234375,-6.703125,RIGHT,0
139,0.10126832561728395,-143,-0.2234375,-6.703125,RIGHT,0
140,0.10118875385802469,-146,-0.228125,-6.84375,RIGHT,0
141,0.10119839891975309,-146,-0.228125,-6.84375,RIGHT,0
142,0.10154079861111111,-144,-0.225,-6.75,RIGHT,0
143,0.10142505787037037,-148,-0.23125,-6.9375,RIGHT,0
144,0.10142505787037037,-148,-0.23125,-6.9375,RIGHT,0
145,0.10181809413580246,-149,-0.2328125,-6.984375,RIGHT,0
146,0.10181809413580246,-149,-0.2328125,-6.984375,RIGHT,0
147,0.10207609953703704,-150,-0.234375,-7.03125,RIGHT,0
148,0.10207609953703704,-150,-0.234375,-7.03125,RIGHT,0
149,0.10377845293209877,-148,-0.23125,-6.9375,RIGHT,0
150,0.10344087577160493,-152,-0.2375,-7.125,RIGHT,0
151,0.10344328703703703,-152,-0.2375,-7.125,RIGHT,0
152,0.10271267361111111,-152,-0.2375,-7.125,RIGHT,0
153,0.10271267361111111,-152,-0.2375,-7.125,RIGHT,0
154,0.10185185185185185,-152,-0.2375,-7.125,RIGHT,0
155,0.10185185185185185,-152,-0.2375,-7.125,RIGHT,0
156,0.1011622299382716,-151,-0.2359375,-7.078125,RIGHT,0
157,0.1011622299382716,-151,-0.2359375,-7.078125,RIGHT,0
158,0.09992042824074074,-148,-0.23125,-6.9375,RIGHT,0
159,0.10015432098765432,-147,-0.2296875,-6.890625,RIGHT,0
160,0.10015432098765432,-147,-0.2296875,-6.890625,RIGHT,0
161,0.09990354938271605,-149,-0.2328125,-6.984375,RIGHT,0
162,0.09989631558641976,-149,-0.2328125,-6.984375,RIGHT,0
163,0.10024353780864198,-146,-0.228125,-6.84375,RIGHT,0
164,0.10024353780864198,-146,-0.228125,-6.84375,RIGHT,0
165,0.10035686728395062,-145,-0.2265625,-6.796875,RIGHT,0
166,0.09973234953703704,-148,-0.23125,-6.9375,RIGHT,0
167,0.09975646219135803,-148,-0.23125,-6.9375,RIGHT,0
168,0.09974681712962963,-147,-0.2296875,-6.890625,RIGHT,0
169,0.09974681712962963,-147,-0.2296875,-6.890625,RIGHT,0
170,0.10006269290123457,-148,-0.23125,-6.9375,RIGHT,0
171,0.10003858024691357,-148,-0.23125,-6.9375,RIGHT,0
172,0.10012297453703704,-148,-0.23125,-6.9375,RIGHT,0
173,0.10066550925925925,-149,-0.2328125,-6.984375,RIGHT,0
174,0.10066068672839507,-149,-0.2328125,-6.984375,RIGHT,0
175,0.10114535108024691,-150,-0.234375,-7.03125,RIGHT,0
176,0.10114535108024691,-150,-0.234375,-7.03125,RIGHT,0
177,0.1015625,-150,-0.234375,-7.03125,RIGHT,0
178,0.1015673225308642,-150,-0.234375,-7.03125,RIGHT,0
179,0.10223524305555555,-151,-0.2359375,-7.078125,RIGHT,0
180,0.10223524305555555,-151,-0.2359375,-7.078125,RIGHT,0
181,0.10320698302469136,-151,-0.2359375,-7.078125,RIGHT,0
182,0.10300443672839506,-151,-0.2359375,-7.078125,RIGHT,0
183,0.10305266203703704,-151,-0.2359375,-7.078125,RIGHT,0
184,0.10276572145061728,-151,-0.2359375,-7.078125,RIGHT,0
185,0.10276572145061728,-151,-0.2359375,-7.078125,RIGHT,0
186,0.10224488811728395,-150,-0.234375,-7.03125,RIGHT,0
187,0.10222077546296296,-150,-0.234375,-7.03125,RIGHT,0
188,0.10134066358024692,-148,-0.23125,-6.9375,RIGHT,0
189,0.09993730709876543,-146,-0.228125,-6.84375,RIGHT,0
190,0.09996624228395062,-145,-0.2265625,-6.796875,RIGHT,0
191,0.10055941358024692,-144,-0.225,-6.75,RIGHT,0
192,0.10055941358024692,-144,-0.225,-6.75,RIGHT,0
193,0.10293451003086419,-130,-0.203125,-6.09375,RIGHT,0
194,0.10299720293209877,-129,-0.2015625,-6.046875,RIGHT,0
195,0.10308159722222222,-130,-0.203125,-6.09375,RIGHT,0
196,0.10202305169753087,-143,-0.2234375,-6.703125,RIGHT,0
197,0.10202305169753087,-143,-0.2234375,-6.703125,RIGHT,0
198,0.10224729938271605,-143,-0.2234375,-6.703125,RIGHT,0
199,0.10219425154320988,-144,-0.225,-6.75,RIGHT,0
200,0.10200617283950618,-144,-0.225,-6.75,RIGHT,0
201,0.10200617283950618,-144,-0.225,-6.75,RIGHT,0
202,0.10203028549382716,-146,-0.228125,-6.84375,RIGHT,0
203,0.10203028549382716,-146,-0.228125,-6.84375,RIGHT,0
204,0.10259211033950617,-145,-0.2265625,-6.796875,RIGHT,0
205,0.10256799768518518,-146,-0.228125,-6.84375,RIGHT,0
206,0.10254870756172839,-146,-0.228125,-6.84375,RIGHT,0
207,0.10218219521604938,-149,-0.2328125,-6.984375,RIGHT,0
208,0.10218460648148148,-149,-0.2328125,-6.984375,RIGHT,0
209,0.10269579475308642,-151,-0.2359375,-7.078125,RIGHT,0
210,0.10269579475308642,-151,-0.2359375,-7.078125,RIGHT,0
211,0.10416184413580247,-145,-0.2265625,-6.796875,RIGHT,0
212,0.10405333719135802,-152,-0.2375,-7.125,RIGHT,0
213,0.10407262731481481,-153,-0.2390625,-7.171875,RIGHT,0
214,0.10428722993827161,-153,-0.2390625,-7.171875,RIGHT,0
215,0.10428722993827161,-153,-0.2390625,-7.171875,RIGHT,0
216,0.10398823302469136,-152,-0.2375,-7.125,RIGHT,0
217,0.10396412037037037,-152,-0.2375,-7.125,RIGHT,0
218,0.10358796296296297,-149,-0.2328125,-6.984375,RIGHT,0
219,0.10358796296296297,-149,-0.2328125,-6.984375,RIGHT,0
220,0.10206163194444444,-150,-0.234375,-7.03125,RIGHT,0
221,0.10104407793209877,-148,-0.23125,-6.9375,RIGHT,0
222,0.10104407793209877,-148,-0.23125,-6.9375,RIGHT,0
223,0.1007836612654321,-149,-0.2328125,-6.984375,RIGHT,0
224,0.10081259645061728,-149,-0.2328125,-6.984375,RIGHT,0
225,0.10084876543209877,-148,-0.23125,-6.9375,RIGHT,0
226,0.10074266975308642,-148,-0.23125,-6.9375,RIGHT,0
227,0.10111159336419753,-148,-0.23125,-6.9375,RIGHT,0
228,0.1005787037037037,-149,-0.2328125,-6.984375,RIGHT,0
229,0.10057388117283951,-149,-0.2328125,-6.984375,RIGHT,0
230,0.10089699074074074,-149,-0.2328125,-6.984375,RIGHT,0
231,0.10089699074074074,-149,-0.2328125,-6.984375,RIGHT,0
232,0.10083912037037036,-149,-0.2328125,-6.984375,RIGHT,0
233,0.10088493441358025,-150,-0.234375,-7.03125,RIGHT,0
234,0.10114776234567902,-150,-0.234375,-7.03125,RIGHT,0
235,0.10122974537037037,-150,-0.234375,-7.03125,RIGHT,0
236,0.10122251157407407,-150,-0.234375,-7.03125,RIGHT,0
237,0.10168788580246914,-150,-0.234375,-7.03125,RIGHT,0
238,0.10168788580246914,-150,-0.234375,-7.03125,RIGHT,0
239,0.1019603587962963,-150,-0.234375,-7.03125,RIGHT,0
240,0.10191695601851852,-150,-0.234375,-7.03125,RIGHT,0
241,0.10286458333333333,-151,-0.2359375,-7.078125,RIGHT,0
242,0.10286458333333333,-151,-0.2359375,-7.078125,RIGHT,0
243,0.10284047067901235,-151,-0.2359375,-7.078125,RIGHT,0
244,0.10304542824074074,-152,-0.2375,-7.125,RIGHT,0
245,0.10305025077160494,-152,-0.2375,-7.125,RIGHT,0
246,0.10285976080246914,-152,-0.2375,-7.125,RIGHT,0
247,0.10285976080246914,-152,-0.2375,-7.125,RIGHT,0
248,0.10240644290123457,-151,-0.2359375,-7.078125,RIGHT,0
249,0.10245707947530865,-151,-0.2359375,-7.078125,RIGHT,0
250,0.1017602237654321,-150,-0.234375,-7.03125,RIGHT,0
251,0.1007981288580247,-149,-0.2328125,-6.984375,RIGHT,0
252,0.10073061342592593,-149,-0.2328125,-6.984375,RIGHT,0
253,0.09977092978395062,-147,-0.2296875,-6.890625,RIGHT,0
254,0.09977092978395062,-147,-0.2296875,-6.890625,RIGHT,0
255,0.10060040509259259,-141,-0.2203125,-6.609375,RIGHT,0
256,0.10072096836419753,-141,-0.2203125,-6.609375,RIGHT,0
257,0.10043402777777778,-147,-0.2296875,-6.890625,RIGHT,0
258,0.10046296296296296,-147,-0.2296875,-6.890625,RIGHT,0
259,0.10044849537037037,-147,-0.2296875,-6.890625,RIGHT,0
260,0.10085841049382716,-147,-0.2296875,-6.890625,RIGHT,0
261,0.10085841049382716,-147,-0.2296875,-6.890625,RIGHT,0
262,0.10112847222222222,-147,-0.2296875,-6.890625,RIGHT,0
263,0.10111400462962963,-147,-0.2296875,-6.890625,RIGHT,0
264,0.10081500771604938,-148,-0.23125,-6.9375,RIGHT,0
265,0.10081500771604938,-148,-0.23125,-6.9375,RIGHT,0
266,0.10125144675925926,-149,-0.2328125,-6.984375,RIGHT,0
267,0.10176504629629629,-147,-0.2296875,-6.890625,RIGHT,0
268,0.10176504629629629,-147,-0.2296875,-6.890625,RIGHT,0
269,0.10217496141975309,-147,-0.2296875,-6.890625,RIGHT,0
270,0.10216772762345679,-147,-0.2296875,-6.890625,RIGHT,0
271,0.10276331018518518,-148,-0.23125,-6.9375,RIGHT,0
272,0.10276331018518518,-148,-0.23125,-6.9375,RIGHT,0
273,0.1029465663580247,-148,-0.23125,-6.9375,RIGHT,0
274,0.10374951774691359,-149,-0.2328125,-6.984375,RIGHT,0
275,0.10376398533950618,-148,-0.23125,-6.9375,RIGHT,0
276,0.10362895447530865,-149,-0.2328125,-6.984375,RIGHT,0
277,0.10362895447530865,-149,-0.2328125,-6.984375,RIGHT,0
278,0.10242573302469135,-148,-0.23125,-6.9375,RIGHT,0
279,0.10245949074074075,-149,-0.2328125,-6.984375,RIGHT,0
280,0.10095003858024691,-145,-0.2265625,-6.796875,RIGHT,0
281,0.0974561149691358,-140,-0.21875,-6.5625,RIGHT,0
282,0.09743200231481482,-140,-0.21875,-6.5625,RIGHT,0
283,0.09556809413580247,-139,-0.2171875,-6.515625,RIGHT,0
284,0.09556809413580247,-139,-0.2171875,-6.515625,RIGHT,0
285,0.09149064429012346,-132,-0.20625,-6.1875,RIGHT,0
286,0.09145929783950617,-132,-0.20625,-6.1875,RIGHT,0
287,0.09006799768518518,-127,-0.1984375,-5.953125,RIGHT,0
288,0.09006799768518518,-127,-0.1984375,-5.953125,RIGHT,0
289,0.09827112268518519,-141,-0.2203125,-6.609375,RIGHT,0
290,0.10112123842592592,-147,-0.2296875,-6.890625,RIGHT,0
291,0.10102961033950618,-147,-0.2296875,-6.890625,RIGHT,0
292,0.10050636574074075,-146,-0.228125,-6.84375,RIGHT,0
293,0.10050636574074075,-146,-0.228125,-6.84375,RIGHT,0
294,0.10046296296296296,-146,-0.228125,-6.84375,RIGHT,0
295,0.10057146990740741,-146,-0.228125,-6.84375,RIGHT,0
296,0.09861352237654321,-141,-0.2203125,-6.609375,RIGHT,0
297,0.09933690200617284,-139,-0.2171875,-6.515625,RIGHT,0
298,0.09935378086419754,-139,-0.2171875,-6.515625,RIGHT,0
299,0.10121527777777778,-141,-0.2203125,-6.609375,RIGHT,0
300,0.1011766975308642,-141,-0.2203125,-6.609375,RIGHT,0
301,0.10172164351851852,-140,-0.21875,-6.5625,RIGHT,0
302,0.1017746913580247,-139,-0.2171875,-6.515625,RIGHT,0
303,0.10108506944444444,-137,-0.2140625,-6.421875,RIGHT,0
304,0.1011839313271605,-135,-0.2109375,-6.328125,RIGHT,0
305,0.10116946373456791,-135,-0.2109375,-6.328125,RIGHT,0
306,0.10289834104938271,-127,-0.1984375,-5.953125,RIGHT,0
307,0.10289834104938271,-127,-0.1984375,-5.953125,RIGHT,0
308,0.10282841435185185,-127,-0.1984375,-5.953125,RIGHT,0
309,0.10286699459876543,-128,-0.2,-6.0,RIGHT,0
310,0.10428481867283951,-121,-0.1890625,-5.671875,RIGHT,0
311,0.10428481867283951,-121,-0.1890625,-5.671875,RIGHT,0
312,0.10183738425925926,-137,-0.2140625,-6.421875,RIGHT,0
313,0.10158902391975308,-134,-0.209375,-6.28125,RIGHT,0
314,0.10158902391975308,-134,-0.209375,-6.28125,RIGHT,0
315,0.10001929012345678,-138,-0.215625,-6.46875,RIGHT,0
316,0.09998070987654321,-139,-0.2171875,-6.515625,RIGHT,0
317,0.09504967206790123,-135,-0.2109375,-6.328125,RIGHT,0
318,0.09504967206790123,-135,-0.2109375,-6.328125,RIGHT,0
319,0.09126880787037037,-130,-0.203125,-6.09375,RIGHT,0
320,0.1007691936728395,-146,-0.228125,-6.84375,RIGHT,0
321,0.10064863040123456,-146,-0.228125,-6.84375,RIGHT,0
322,0.10277777777777777,-147,-0.2296875,-6.890625,RIGHT,0
323,0.10277777777777777,-147,-0.2296875,-6.890625,RIGHT,0
324,0.1029441550925926,-148,-0.23125,-6.9375,RIGHT,0
325,0.10306471836419753,-148,-0.23125,-6.9375,RIGHT,0
326,0.10385079089506173,-146,-0.228125,-6.84375,RIGHT,0
327,0.10320216049382716,-140,-0.21875,-6.5625,RIGHT,0
328,0.10328173225308641,-140,-0.21875,-6.5625,RIGHT,0
329,0.10251253858024692,-136,-0.2125,-6.375,RIGHT,0
330,0.10251253858024692,-136,-0.2125,-6.375,RIGHT,0
331,0.10367959104938272,-135,-0.2109375,-6.328125,RIGHT,0
332,0.10359278549382717,-135,-0.2109375,-6.328125,RIGHT,0
333,0.10443431712962963,-130,-0.203125,-6.09375,RIGHT,0
334,0.10443431712962963,-130,-0.203125,-6.09375,RIGHT,0
335,0.10185908564814815,-135,-0.2109375,-6.328125,RIGHT,0
336,0.1017481674382716,-134,-0.209375,-6.28125,RIGHT,0
337,0.10174334490740741,-134,-0.209375,-6.28125,RIGHT,0
338,0.10218701774691358,-131,-0.2046875,-6.140625,RIGHT,0
339,0.10218701774691358,-131,-0.2046875,-6.140625,RIGHT,0
340,0.10225453317901234,-131,-0.2046875,-6.140625,RIGHT,0
341,0.10217013888888889,-131,-0.2046875,-6.140625,RIGHT,0
342,0.10182050540123457,-134,-0.209375,-6.28125,RIGHT,0
343,0.10249807098765432,-131,-0.2046875,-6.140625,RIGHT,0
344,0.10242573302469135,-132,-0.20625,-6.1875,RIGHT,0
345,0.10268373842592593,-129,-0.2015625,-6.046875,RIGHT,0
346,0.10268373842592593,-129,-0.2015625,-6.046875,RIGHT,0
347,0.1033203125,-123,-0.1921875,-5.765625,RIGHT,0
348,0.10328414351851851,-123,-0.1921875,-5.765625,RIGHT,0
349,0.10024594907407407,-126,-0.196875,-5.90625,RIGHT,0
350,0.09428530092592592,-110,-0.171875,-5.15625,RIGHT,0
351,0.09428530092592592,-110,-0.171875,-5.15625,RIGHT,0
352,0.09419608410493827,-108,-0.16875,-5.0625,RIGHT,0
353,0.09419608410493827,-108,-0.16875,-5.0625,RIGHT,0
354,0.10302372685185185,-121,-0.1890625,-5.671875,RIGHT,0
355,0.10303819444444444,-121,-0.1890625,-5.671875,RIGHT,0
356,0.10514322916666667,-125,-0.1953125,-5.859375,RIGHT,0
357,0.10514322916666667,-125,-0.1953125,-5.859375,RIGHT,0
358,0.10620900848765433,-122,-0.190625,-5.71875,RIGHT,0
359,0.10628858024691358,-113,-0.1765625,-5.296875,RIGHT,0
360,0.10628858024691358,-113,-0.1765625,-5.296875,RIGHT,0
361,0.10432098765432099,-102,-0.159375,-4.78125,RIGHT,0
362,0.10423177083333333,-103,-0.1609375,-4.828125,RIGHT,0
363,0.10263069058641976,-94,-0.146875,-4.40625,RIGHT,0
364,0.10263069058641976,-94,-0.146875,-4.40625,RIGHT,0
365,0.10517216435185185,-103,-0.1609375,-4.828125,RIGHT,0
366,0.10500337577160494,-111,-0.1734375,-5.203125,RIGHT,0
367,0.1050708912037037,-111,-0.1734375,-5.203125,RIGHT,0
368,0.10090422453703704,-131,-0.2046875,-6.140625,RIGHT,0
369,0.10090422453703704,-131,-0.2046875,-6.140625,RIGHT,0
370,0.1002097800925926,-135,-0.2109375,-6.328125,RIGHT,0
371,0.10027729552469136,-135,-0.2109375,-6.328125,RIGHT,0
372,0.1001953125,-131,-0.2046875,-6.140625,RIGHT,0
373,0.10147569444444444,-124,-0.19375,-5.8125,RIGHT,0
374,0.10144917052469135,-124,-0.19375,-5.8125,RIGHT,0
375,0.10434992283950617,-111,-0.1734375,-5.203125,RIGHT,0
376,0.10434992283950617,-111,-0.1734375,-5.203125,RIGHT,0
377,0.10548562885802469,-101,-0.1578125,-4.734375,RIGHT,0
378,0.10545428240740741,-101,-0.1578125,-4.734375,RIGHT,0
379,0.10519868827160493,-102,-0.159375,-4.78125,RIGHT,0
380,0.10519868827160493,-102,-0.159375,-4.78125,RIGHT,0
381,0.10255111882716049,-99,-0.1546875,-4.640625,RIGHT,0
382,0.09890046296296297,-96,-0.15,-4.5,RIGHT,0
383,0.0990234375,-96,-0.15,-4.5,RIGHT,0
384,0.09741753472222223,-83,-0.1296875,-3.8906250000000004,RIGHT,0
385,0.09741753472222223,-83,-0.1296875,-3.8906250000000004,RIGHT,0
386,0.10121768904320988,-93,-0.1453125,-4.359375,RIGHT,0
387,0.1013720100308642,-93,-0.1453125,-4.359375,RIGHT,0
388,0.1093725887345679,-102,-0.159375,-4.78125,RIGHT,0
389,0.10860098379629629,-93,-0.1453125,-4.359375,RIGHT,0
390,0.10850453317901235,-93,-0.1453125,-4.359375,RIGHT,0
391,0.11043595679012345,-88,-0.1375,-4.125,RIGHT,0
392,0.11043595679012345,-88,-0.1375,-4.125,RIGHT,0
393,0.10797164351851851,-96,-0.15,-4.5,RIGHT,0
394,0.10800540123456791,-96,-0.15,-4.5,RIGHT,0
395,0.10322145061728395,-122,-0.190625,-5.71875,RIGHT,0
396,0.10298273533950618,-120,-0.1875,-5.625,RIGHT,0
397,0.10298273533950618,-120,-0.1875,-5.625,RIGHT,0
398,0.10274884259259259,-115,-0.1796875,-5.390625,RIGHT,0
399,0.10242332175925926,-115,-0.1796875,-5.390625,RIGHT,0
400,0.10495273919753087,-113,-0.1765625,-5.296875,RIGHT,0
401,0.10495273919753087,-113,-0.1765625,-5.296875,RIGHT,0
402,0.10393277391975309,-113,-0.1765625,-5.296875,RIGHT,0
403,0.10366512345679012,-114,-0.178125,-5.34375,RIGHT,0
404,0.10477912808641976,-115,-0.1796875,-5.390625,RIGHT,0
405,0.10340229552469135,-127,-0.1984375,-5.953125,RIGHT,0
